city,date,aqi,pm25,pm10,no2,so2,o3,co,data_quality,aqi_yesterday,pm25_lag1,pm10_lag1,so2_lag1,no2_lag1,pm25_lag1_sq,aqi_7day_avg,aqi_30day_avg,aqi_3day_avg,aqi_momentum,aqi_3day_change,aqi_target,month,is_winter,is_monsoon,is_industrial_peak,winter_industrial
Angul,2019-01-12,324.42,184.53,222.94,52.71,34.49,28.61,2.28,synthetic_nonlinear,325.54,189.47,227.5,36.94,56.19,35898.8809,292.04,277.05636363636364,295.8833333333333,33.5,29.656666666666695,375.66,1,1,0,1,1
Angul,2019-01-13,375.66,234.66,257.76,62.55,40.66,32.18,2.63,synthetic_nonlinear,324.42,184.53,222.94,34.49,52.71,34051.3209,301.8157142857143,281.00333333333333,305.49,22.60428571428571,18.930000000000007,366.82,1,1,0,1,1
Angul,2019-01-14,366.82,228.52,241.67,60.88,39.3,32.74,2.57,synthetic_nonlinear,375.66,234.66,257.76,40.66,62.55,55065.3156,318.42285714285714,288.2846153846154,341.8733333333333,57.237142857142885,33.78666666666675,352.47,1,1,0,1,1
Angul,2019-01-15,352.47,211.25,234.1,60.08,38.77,30.13,2.47,synthetic_nonlinear,366.82,228.52,241.67,39.3,60.88,52221.390400000004,324.1771428571429,293.89428571428573,355.6333333333334,42.64285714285711,11.18666666666661,376.29,1,1,0,1,1
Angul,2019-01-16,376.29,240.06,256.66,63.1,41.47,34.36,2.64,synthetic_nonlinear,352.47,211.25,234.1,38.77,60.08,44626.5625,329.57428571428574,297.7993333333333,364.98333333333335,22.89571428571429,-12.513333333333321,400.0,1,1,0,1,1
Angul,2019-01-17,400.0,261.58,275.11,69.39,44.1,37.3,2.81,synthetic_nonlinear,376.29,240.06,256.66,41.47,63.1,57628.8036,341.1014285714286,302.705,365.1933333333333,35.188571428571436,11.096666666666692,341.49,1,1,0,1,1
Angul,2019-01-18,341.49,205.95,240.13,61.63,36.15,29.6,2.36,synthetic_nonlinear,400.0,261.58,275.11,44.1,69.39,68424.0964,360.1714285714285,308.42823529411766,376.2533333333334,39.82857142857148,23.746666666666613,393.31,1,1,0,1,1
Angul,2019-01-19,393.31,252.64,267.06,67.17,44.13,35.64,2.76,synthetic_nonlinear,341.49,205.95,240.13,36.15,61.63,42415.4025,362.45,310.26500000000004,372.5933333333334,-20.95999999999998,-31.10333333333341,360.51,1,1,0,1,1
Angul,2019-01-20,360.51,218.36,251.26,63.31,40.17,32.69,2.54,synthetic_nonlinear,393.31,252.64,267.06,44.13,67.17,63826.9696,372.2914285714286,314.6357894736842,378.26666666666665,21.01857142857142,15.04333333333335,400.0,1,1,0,1,1
Angul,2019-01-21,400.0,267.61,272.53,65.95,43.45,36.9,2.8,synthetic_nonlinear,360.51,218.36,251.26,40.17,63.31,47681.08960000001,370.1271428571429,316.9295,365.1033333333333,-9.617142857142937,-4.593333333333305,400.0,1,1,0,1,1
Angul,2019-01-22,400.0,269.78,262.58,72.62,44.22,36.51,2.8,synthetic_nonlinear,400.0,267.61,272.53,43.45,65.95,71615.11210000001,374.8671428571428,320.8852380952381,384.6066666666666,25.132857142857176,15.393333333333374,400.0,1,1,0,1,1
Angul,2019-01-23,400.0,261.34,277.21,65.44,44.49,35.67,2.79,synthetic_nonlinear,400.0,269.78,262.58,44.22,72.62,72781.24839999998,381.6571428571429,324.48136363636365,386.83666666666664,18.3428571428571,13.163333333333355,375.12,1,1,0,1,1
Angul,2019-01-24,375.12,236.69,251.7,63.78,41.43,33.97,2.62,synthetic_nonlinear,400.0,261.34,277.21,44.49,65.44,68298.59559999999,385.04428571428576,327.76478260869567,400.0,14.955714285714237,0.0,341.24,1,1,0,1,1
Angul,2019-01-25,341.24,201.53,238.56,57.81,38.74,31.79,2.4,synthetic_nonlinear,375.12,236.69,251.7,41.43,63.78,56022.1561,381.49000000000007,329.73791666666665,391.7066666666667,-6.370000000000061,-16.5866666666667,372.61,1,1,0,1,1
Angul,2019-01-26,372.61,233.89,243.84,64.53,41.26,34.26,2.61,synthetic_nonlinear,341.24,201.53,238.56,38.74,57.81,40614.3409,381.4542857142857,330.19800000000004,372.12000000000006,-40.214285714285666,-30.880000000000052,311.01,1,1,0,1,1
Angul,2019-01-27,311.01,166.65,210.89,51.6,33.22,28.29,2.17,synthetic_nonlinear,372.61,233.89,243.84,41.26,64.53,54704.5321,378.4971428571429,331.8292307692308,362.99,-5.887142857142862,9.620000000000005,315.97,1,1,0,1,1
Angul,2019-01-28,315.97,175.76,211.91,53.43,34.56,29.58,2.21,synthetic_nonlinear,311.01,166.65,210.89,33.22,51.6,27772.222500000003,371.4257142857144,331.0581481481481,341.61999999999995,-60.41571428571439,-30.609999999999957,349.03,1,1,0,1,1
Angul,2019-01-29,349.03,214.17,242.6,61.5,38.09,31.41,2.42,synthetic_nonlinear,315.97,175.76,211.91,34.56,53.43,30891.577599999997,359.42142857142863,330.51928571428573,333.19666666666666,-43.45142857142861,-17.22666666666663,345.45,1,1,0,1,1
Angul,2019-01-30,345.45,206.99,242.38,58.09,37.21,30.68,2.41,synthetic_nonlinear,349.03,214.17,242.6,38.09,61.5,45868.78889999999,352.13999999999993,331.15758620689655,325.33666666666664,-3.109999999999957,23.693333333333328,352.1,1,1,0,1,1
Angul,2019-01-31,352.1,212.46,239.17,56.26,39.14,31.78,2.45,synthetic_nonlinear,345.45,206.99,242.38,37.21,58.09,42844.860100000005,344.34714285714284,331.634,336.81666666666666,1.1028571428571468,8.633333333333326,303.82,1,1,0,1,1
Angul,2019-02-01,303.82,164.87,208.05,49.85,32.81,27.59,2.12,synthetic_nonlinear,352.1,212.46,239.17,39.14,56.26,45139.2516,341.0585714285714,335.6523333333334,348.85999999999996,11.04142857142864,3.240000000000066,284.09,2,0,0,1,0
Angul,2019-02-02,284.09,154.19,191.83,48.13,31.65,25.77,2.0,synthetic_nonlinear,303.82,164.87,208.05,32.81,49.85,27182.1169,335.71285714285716,338.3126666666667,333.79,-31.892857142857167,-29.970000000000027,252.64,2,0,0,1,0
Angul,2019-02-03,252.64,122.26,165.51,40.19,29.73,20.79,1.78,synthetic_nonlinear,284.09,154.19,191.83,31.65,48.13,23774.556099999998,323.0671428571428,339.15500000000003,313.33666666666664,-38.97714285714284,-29.24666666666667,265.26,2,0,0,1,0
Angul,2019-02-04,265.26,134.98,186.78,46.27,28.81,22.16,1.84,synthetic_nonlinear,252.64,122.26,165.51,29.73,40.19,14947.5076,314.7285714285714,337.9443333333333,280.18333333333334,-62.08857142857141,-27.54333333333335,260.98,2,0,0,1,0
Angul,2019-02-05,260.98,126.17,178.71,42.22,29.16,23.12,1.83,synthetic_nonlinear,265.26,134.98,186.78,28.81,46.27,18219.600399999996,307.4842857142857,338.25333333333333,267.33,-42.22428571428571,-2.069999999999993,235.79,2,0,0,1,0
Angul,2019-02-06,235.79,115.14,162.07,40.13,26.92,21.04,1.65,synthetic_nonlinear,260.98,126.17,178.71,29.16,42.22,15918.868900000001,294.9057142857143,338.3056666666667,259.62666666666667,-33.925714285714264,1.353333333333353,262.62,2,0,0,1,0
Angul,2019-02-07,262.62,131.81,172.03,46.47,28.07,23.7,1.86,synthetic_nonlinear,235.79,115.14,162.07,26.92,40.13,13257.2196,279.23999999999995,335.28066666666666,254.01,-43.44999999999996,-18.22,286.15,2,0,0,1,0
Angul,2019-02-08,286.15,156.56,194.7,49.25,33.7,25.51,2.0,synthetic_nonlinear,262.62,131.81,172.03,28.07,46.47,17373.8761,266.45714285714286,333.545,253.13,-3.837142857142851,9.490000000000009,331.96,2,0,0,1,0
Angul,2019-02-09,331.96,197.62,218.47,57.34,35.81,30.52,2.32,synthetic_nonlinear,286.15,156.56,194.7,33.7,49.25,24511.033600000002,263.9328571428572,333.22999999999996,261.52,22.21714285714279,24.629999999999995,291.25,2,0,0,1,0
Angul,2019-02-10,291.25,160.15,193.44,49.07,32.42,27.63,2.04,synthetic_nonlinear,331.96,197.62,218.47,35.81,57.34,39053.6644,270.77142857142854,335.4116666666667,293.57666666666665,61.188571428571436,38.383333333333326,313.38,2,0,0,1,0
Angul,2019-02-11,313.38,173.02,211.45,52.1,32.71,28.96,2.2,synthetic_nonlinear,291.25,160.15,193.44,32.42,49.07,25648.022500000003,276.28714285714284,334.26866666666666,303.11999999999995,14.96285714285716,-11.869999999999948,277.84,2,0,0,1,0
Angul,2019-02-12,277.84,147.74,187.77,47.97,29.69,25.09,1.96,synthetic_nonlinear,313.38,173.02,211.45,32.71,52.1,29935.920400000003,283.1614285714286,333.9006666666666,312.19666666666666,30.21857142857141,1.1833333333333371,276.47,2,0,0,1,0
Angul,2019-02-13,276.47,145.01,186.03,44.02,28.93,24.73,1.93,synthetic_nonlinear,277.84,147.74,187.77,29.69,47.97,21827.107600000003,285.57,330.64,294.15666666666664,-7.730000000000018,-16.316666666666663,315.34,2,0,0,1,0
Angul,2019-02-14,315.34,181.46,212.33,54.73,35.57,29.47,2.2,synthetic_nonlinear,276.47,145.01,186.03,28.93,44.02,21027.9001,291.38142857142856,327.62833333333333,289.23,-14.91142857142853,-12.759999999999991,327.83,2,0,0,1,0
Angul,2019-02-15,327.83,190.26,222.91,52.37,35.63,30.7,2.29,synthetic_nonlinear,315.34,181.46,212.33,35.57,54.73,32927.73160000001,298.91285714285715,326.39066666666673,289.88333333333327,16.427142857142826,25.456666666666706,338.7,2,0,0,1,0
Angul,2019-02-16,338.7,201.34,226.22,57.67,39.02,30.92,2.37,synthetic_nonlinear,327.83,190.26,222.91,35.63,52.37,36198.8676,304.8671428571428,324.7753333333333,306.5466666666667,22.96285714285716,21.283333333333303,368.03,2,0,0,1,0
Angul,2019-02-17,368.03,231.01,253.48,63.82,38.08,33.47,2.57,synthetic_nonlinear,338.7,201.34,226.22,39.02,57.67,40537.795600000005,305.83,322.73199999999997,327.28999999999996,32.870000000000005,11.410000000000025,307.26,2,0,0,1,0
Angul,2019-02-18,307.26,165.49,214.42,53.0,31.14,27.15,2.16,synthetic_nonlinear,368.03,231.01,253.48,38.08,63.82,53365.62009999999,316.79857142857145,323.6166666666667,344.8533333333333,51.23142857142852,23.176666666666677,276.22,2,0,0,1,0
Angul,2019-02-19,276.22,140.22,187.2,46.22,28.86,23.58,1.92,synthetic_nonlinear,307.26,165.49,214.42,31.14,53.0,27386.940100000003,315.9242857142857,320.74833333333333,337.99666666666667,-8.664285714285711,-30.73666666666668,308.17,2,0,0,1,0
Angul,2019-02-20,308.17,173.96,212.86,51.95,34.56,27.6,2.15,synthetic_nonlinear,276.22,140.22,187.2,28.86,46.22,19661.6484,315.6928571428571,317.9386666666667,317.17,-39.472857142857094,-40.94999999999999,276.81,2,0,0,1,0
Angul,2019-02-21,276.81,141.1,189.91,46.62,28.87,23.98,1.93,synthetic_nonlinear,308.17,173.96,212.86,34.56,51.95,30262.0816,320.2214285714286,314.87766666666664,297.21666666666664,-12.051428571428573,10.953333333333376,270.56,2,0,0,1,0
Angul,2019-02-22,270.56,134.81,177.97,43.63,31.18,24.72,1.89,synthetic_nonlinear,276.81,141.1,189.91,28.87,46.62,19909.21,314.71714285714285,310.7713333333333,287.06666666666666,-37.907142857142844,-10.25666666666666,290.41,2,0,0,1,0
Angul,2019-02-23,290.41,156.04,192.19,50.32,31.48,26.34,2.03,synthetic_nonlinear,270.56,134.81,177.97,31.18,43.63,18173.736100000002,306.5357142857143,306.4566666666667,285.18,-35.975714285714275,-14.620000000000005,311.41,2,0,0,1,0
Angul,2019-02-24,311.41,176.25,213.32,53.78,35.39,27.48,2.19,synthetic_nonlinear,290.41,156.04,192.19,31.48,50.32,24348.4816,299.63714285714286,303.633,279.26,-9.227142857142837,11.150000000000034,329.05,2,0,0,1,0
Angul,2019-02-25,329.05,196.27,223.07,56.94,34.26,29.31,2.29,synthetic_nonlinear,311.41,176.25,213.32,35.39,53.78,31064.0625,291.54857142857145,302.63866666666667,290.79333333333335,19.861428571428576,20.616666666666674,311.65,2,0,0,1,0
Angul,2019-02-26,311.65,175.82,204.93,52.11,34.73,28.12,2.16,synthetic_nonlinear,329.05,196.27,223.07,34.26,56.94,38521.9129,294.6614285714286,301.18666666666667,310.29,34.388571428571424,18.75999999999999,349.3,2,0,0,1,0
Angul,2019-02-27,349.3,215.08,233.19,61.49,38.37,32.84,2.45,synthetic_nonlinear,311.65,175.82,204.93,34.73,52.11,30912.672399999996,299.72285714285715,301.20799999999997,317.36999999999995,11.927142857142826,-5.71999999999997,321.27,2,0,0,1,0
Angul,2019-02-28,321.27,182.97,212.07,57.29,34.77,30.3,2.24,synthetic_nonlinear,349.3,215.08,233.19,38.37,61.49,46259.40640000001,305.59857142857146,302.319,330.0,43.70142857142855,19.30000000000001,305.4,2,0,0,1,0
Angul,2019-03-01,305.4,169.54,207.39,49.8,33.09,27.86,2.12,synthetic_nonlinear,321.27,182.97,212.07,34.77,57.29,33478.0209,311.95,301.3936666666667,327.4066666666667,9.319999999999993,-6.136666666666713,274.83,3,0,0,0,0
Angul,2019-03-02,274.83,143.77,193.4,46.23,29.47,27.15,1.92,synthetic_nonlinear,305.4,169.54,207.39,33.09,49.8,28743.811599999997,316.9271428571429,300.0586666666667,325.3233333333333,-11.527142857142906,-19.923333333333346,292.32,3,0,0,0,0
Angul,2019-03-03,292.32,158.56,202.83,50.36,33.34,27.23,2.05,synthetic_nonlinear,274.83,143.77,193.4,29.47,46.23,20669.812900000004,314.70142857142855,297.483,300.5,-39.87142857142857,-25.670000000000016,282.23,3,0,0,0,0
Angul,2019-03-04,282.23,146.05,202.91,47.13,30.66,24.33,1.96,synthetic_nonlinear,292.32,158.56,202.83,33.34,50.36,25141.2736,311.97428571428566,297.0996666666667,290.84999999999997,-19.654285714285663,1.4700000000000273,287.75,3,0,0,0,0
Angul,2019-03-05,287.75,152.51,197.2,49.28,32.75,27.85,2.03,synthetic_nonlinear,282.23,146.05,202.91,30.66,47.13,21330.602500000005,305.2857142857143,297.03766666666667,283.12666666666667,-23.05571428571426,-0.896666666666647,272.57,3,0,0,0,0
Angul,2019-03-06,272.57,143.76,185.26,44.53,29.1,25.54,1.92,synthetic_nonlinear,287.75,152.51,197.2,32.75,49.28,23259.300099999997,301.87142857142857,298.20799999999997,287.43333333333334,-14.121428571428567,0.3166666666666629,258.69,3,0,0,0,0
Angul,2019-03-07,258.69,134.47,168.41,43.24,30.68,23.55,1.8,synthetic_nonlinear,272.57,143.76,185.26,29.1,44.53,20666.937599999997,290.90999999999997,298.45166666666665,280.84999999999997,-18.339999999999975,-8.279999999999973,257.06,3,0,0,0,0
Angul,2019-03-08,257.06,120.84,175.58,43.09,26.47,23.21,1.8,synthetic_nonlinear,258.69,134.47,168.41,30.68,43.24,18082.1809,281.96999999999997,298.37533333333334,273.00333333333333,-23.279999999999973,-14.313333333333333,240.82,3,0,0,0,0
Angul,2019-03-09,240.82,113.41,157.36,39.8,27.44,21.88,1.69,synthetic_nonlinear,257.06,120.84,175.58,26.47,43.09,14602.305600000002,275.0642857142857,299.0843333333333,262.7733333333333,-18.004285714285686,-5.71333333333331,228.85,3,0,0,0,0
Angul,2019-03-10,228.85,110.39,157.84,38.12,22.3,20.0,1.6,synthetic_nonlinear,240.82,113.41,157.36,27.44,39.8,12861.828099999999,270.2057142857143,298.35766666666666,252.19000000000003,-29.3857142857143,-11.370000000000033,219.8,3,0,0,0,0
Angul,2019-03-11,219.8,104.19,149.3,39.0,22.52,19.51,1.52,synthetic_nonlinear,228.85,110.39,157.84,22.3,38.12,12185.9521,261.1385714285714,296.4476666666667,242.24333333333334,-32.28857142857143,-13.393333333333345,205.48,3,0,0,0,0
Angul,2019-03-12,205.48,95.88,141.53,36.61,22.13,17.6,1.43,synthetic_nonlinear,219.8,104.19,149.3,22.52,39.0,10855.5561,252.22,292.709,229.82333333333335,-32.41999999999999,-10.02333333333334,228.3,3,0,0,0,0
Angul,2019-03-13,228.3,108.92,153.59,38.5,25.08,22.33,1.61,synthetic_nonlinear,205.48,95.88,141.53,22.13,36.61,9192.9744,240.46714285714285,289.85,218.04333333333332,-34.98714285714286,-12.563333333333333,225.15,3,0,0,0,0
Angul,2019-03-14,225.15,106.28,155.28,37.59,23.84,21.17,1.58,synthetic_nonlinear,228.3,108.92,153.59,25.08,38.5,11863.5664,234.14285714285714,287.014,217.85999999999999,-5.842857142857127,10.440000000000026,239.79,3,0,0,0,0
Angul,2019-03-15,239.79,117.72,164.63,46.04,26.6,20.62,1.68,synthetic_nonlinear,225.15,106.28,155.28,23.84,37.59,11295.438400000001,229.35142857142858,285.25766666666664,219.64333333333335,-4.201428571428579,5.506666666666661,217.98,3,0,0,0,0
Angul,2019-03-16,217.98,97.74,153.1,36.61,23.86,20.56,1.52,synthetic_nonlinear,239.79,117.72,164.63,26.6,46.04,13857.9984,226.8842857142857,284.03499999999997,231.08,12.905714285714282,8.70999999999998,200.61,3,0,0,0,0
Angul,2019-03-17,200.61,90.32,137.56,32.96,20.79,17.82,1.42,synthetic_nonlinear,217.98,97.74,153.1,23.86,36.61,9553.1076,223.62142857142857,280.7896666666666,227.64,-5.641428571428577,-9.659999999999997,198.18,3,0,0,0,0
Angul,2019-03-18,198.18,83.27,133.14,34.25,24.13,18.03,1.39,synthetic_nonlinear,200.61,90.32,137.56,20.79,32.96,8157.702399999999,219.58714285714285,276.549,219.46,-18.977142857142837,-18.849999999999994,211.66,3,0,0,0,0
Angul,2019-03-19,211.66,93.94,154.06,35.94,23.54,19.53,1.49,synthetic_nonlinear,198.18,83.27,133.14,24.13,34.25,6933.892899999999,216.49857142857144,271.865,205.59,-18.31857142857143,-7.409999999999997,205.61,3,0,0,0,0
Angul,2019-03-20,205.61,94.32,140.54,36.58,22.38,18.2,1.45,synthetic_nonlinear,211.66,93.94,154.06,23.54,35.94,8824.7236,217.3814285714286,266.6526666666667,203.48333333333335,-5.721428571428589,8.176666666666648,199.44,3,0,0,0,0
Angul,2019-03-21,199.44,92.2,138.84,33.78,21.42,18.27,1.4,synthetic_nonlinear,205.61,94.32,140.54,22.38,36.58,8896.2624,214.14000000000001,263.26433333333335,205.15,-8.530000000000001,0.46000000000000796,208.9,3,0,0,0,0
Angul,2019-03-22,208.9,96.11,131.7,35.84,23.74,19.31,1.47,synthetic_nonlinear,199.44,92.2,138.84,21.42,33.78,8500.84,210.46714285714285,260.705,205.57000000000002,-11.027142857142849,-6.130000000000024,199.0,3,0,0,0,0
Angul,2019-03-23,199.0,81.62,140.13,34.99,23.18,17.27,1.4,synthetic_nonlinear,208.9,96.11,131.7,23.74,35.84,9237.1321,206.05428571428573,257.396,204.65,2.84571428571428,4.25,194.94,3,0,0,0,0
Angul,2019-03-24,194.94,86.19,135.47,35.91,21.18,16.78,1.35,synthetic_nonlinear,199.0,81.62,140.13,23.18,34.99,6661.8244,203.34285714285716,254.80233333333334,202.4466666666667,-4.342857142857156,-3.4466666666666868,226.49,3,0,0,0,0
Angul,2019-03-25,226.49,108.75,158.91,38.11,24.91,21.0,1.58,synthetic_nonlinear,194.94,86.19,135.47,21.18,35.91,7428.7161,202.53285714285715,252.28166666666667,200.9466666666667,-7.592857142857156,-6.006666666666689,215.22,3,0,0,0,0
Angul,2019-03-26,215.22,96.83,146.57,35.23,23.99,19.62,1.5,synthetic_nonlinear,226.49,108.75,158.91,24.91,38.11,11826.5625,206.57714285714286,250.151,206.81000000000003,19.91285714285715,19.67999999999998,215.39,3,0,0,0,0
Angul,2019-03-27,215.39,96.75,146.67,38.43,22.31,21.3,1.51,synthetic_nonlinear,215.22,96.83,146.57,23.99,35.23,9376.0489,207.08571428571426,246.94466666666668,212.2166666666667,8.134285714285738,3.003333333333302,206.05,3,0,0,0,0
Angul,2019-03-28,206.05,95.8,139.56,34.38,22.03,18.31,1.45,synthetic_nonlinear,215.39,96.75,146.67,22.31,38.43,9360.5625,208.48285714285717,243.156,219.0333333333333,6.907142857142816,-3.6433333333333167,208.29,3,0,0,0,0
Angul,2019-03-29,208.29,91.2,138.26,34.65,23.42,19.33,1.47,synthetic_nonlinear,206.05,95.8,139.56,22.03,34.38,9177.64,209.42714285714285,239.636,212.22,-3.377142857142843,-6.1699999999999875,214.3,3,0,0,0,0
Angul,2019-03-30,214.3,97.1,138.05,36.07,23.16,18.37,1.49,synthetic_nonlinear,208.29,91.2,138.26,23.42,34.65,8317.44,209.33999999999997,234.9356666666667,209.91,-1.049999999999983,-1.6200000000000045,201.21,3,0,0,0,0
Angul,2019-03-31,201.21,86.46,143.63,31.56,21.93,17.08,1.4,synthetic_nonlinear,214.3,97.1,138.05,23.16,36.07,9428.409999999998,211.52571428571426,231.37,209.54666666666665,2.774285714285753,4.753333333333359,194.96,3,0,0,0,0
Angul,2019-04-01,194.96,87.68,138.52,34.53,22.57,16.33,1.36,synthetic_nonlinear,201.21,86.46,143.63,21.93,31.56,7475.331599999999,212.42142857142858,227.89700000000002,207.9333333333333,-11.21142857142857,-6.723333333333301,211.66,4,0,0,0,0
Angul,2019-04-02,211.66,101.63,148.63,37.46,26.18,19.13,1.48,synthetic_nonlinear,194.96,87.68,138.52,22.57,34.53,7687.782400000001,207.91714285714286,225.2346666666667,203.49,-12.957142857142856,-8.530000000000001,202.03,4,0,0,0,0
Angul,2019-04-03,202.03,89.57,129.78,33.47,22.1,19.02,1.43,synthetic_nonlinear,211.66,101.63,148.63,26.18,37.46,10328.6569,207.40857142857143,222.546,202.60999999999999,4.251428571428562,9.050000000000011,229.16,4,0,0,0,0
Angul,2019-04-04,229.16,108.67,156.88,36.29,24.52,21.55,1.61,synthetic_nonlinear,202.03,89.57,129.78,22.1,33.47,8022.784899999999,205.5,219.87266666666667,202.88333333333333,-3.469999999999999,-0.8533333333333246,265.26,4,0,0,0,0
Angul,2019-04-05,265.26,135.44,186.57,46.89,29.04,25.25,1.84,synthetic_nonlinear,229.16,108.67,156.88,24.52,36.29,11809.1689,208.8014285714286,217.91966666666667,214.2833333333333,20.358571428571395,14.876666666666694,271.06,4,0,0,0,0
Angul,2019-04-06,271.06,142.36,183.05,45.99,28.93,24.64,1.9,synthetic_nonlinear,265.26,135.44,186.57,29.04,46.89,18343.993599999998,216.94,217.676,232.15,48.31999999999999,33.109999999999985,293.31,4,0,0,0,0
Angul,2019-04-07,293.31,157.41,195.11,51.95,34.65,28.11,2.06,synthetic_nonlinear,271.06,142.36,183.05,28.93,45.99,20266.369600000005,225.04857142857145,218.0883333333333,255.16,46.01142857142855,15.900000000000006,269.98,4,0,0,0,0
Angul,2019-04-08,269.98,140.91,181.74,48.07,27.46,24.04,1.9,synthetic_nonlinear,293.31,157.41,195.11,34.65,51.95,24777.9081,238.2057142857143,219.29666666666665,276.5433333333333,55.10428571428571,16.76666666666671,251.31,4,0,0,0,0
Angul,2019-04-09,251.31,126.72,177.57,40.59,26.14,21.79,1.74,synthetic_nonlinear,269.98,140.91,181.74,27.46,48.07,19855.628099999998,248.92285714285714,220.26866666666666,278.1166666666666,21.05714285714288,-8.1366666666666,229.82,4,0,0,0,0
Angul,2019-04-10,229.82,112.73,154.9,39.12,24.23,21.24,1.63,synthetic_nonlinear,251.31,126.72,177.57,26.14,40.59,16057.9584,254.58714285714285,221.01733333333334,271.53333333333336,-3.2771428571428487,-20.223333333333358,244.01,4,0,0,0,0
Angul,2019-04-11,244.01,120.38,166.0,42.14,27.27,23.6,1.71,synthetic_nonlinear,229.82,112.73,154.9,24.23,39.12,12708.0529,258.5571428571429,221.35133333333334,250.36999999999998,-28.737142857142885,-20.549999999999983,230.62,4,0,0,0,0
Angul,2019-04-12,230.62,112.01,152.61,39.39,28.54,18.55,1.62,synthetic_nonlinear,244.01,120.38,166.0,27.27,42.14,14491.344399999998,260.67857142857144,222.63566666666665,241.71333333333334,-16.668571428571454,2.2966666666666526,223.11,4,0,0,0,0
Angul,2019-04-13,223.11,103.16,152.12,37.51,24.79,19.65,1.58,synthetic_nonlinear,230.62,112.01,152.61,28.54,39.39,12546.2401,255.73,222.713,234.8166666666667,-25.109999999999985,-4.196666666666687,226.47,4,0,0,0,0
Angul,2019-04-14,226.47,104.04,158.11,39.71,25.37,19.48,1.58,synthetic_nonlinear,223.11,103.16,152.12,24.79,37.51,10641.9856,248.87999999999997,222.645,232.58,-25.769999999999953,-9.469999999999999,214.23,4,0,0,0,0
Angul,2019-04-15,214.23,99.73,141.52,38.08,22.81,18.43,1.49,synthetic_nonlinear,226.47,104.04,158.11,25.37,39.71,10824.321600000001,239.33142857142857,222.201,226.73333333333335,-12.861428571428576,-0.26333333333334963,218.09,4,0,0,0,0
Angul,2019-04-16,218.09,100.53,143.48,37.03,22.73,20.19,1.54,synthetic_nonlinear,214.23,99.73,141.52,22.81,38.08,9946.072900000001,231.36714285714285,222.07600000000002,221.26999999999998,-17.137142857142862,-7.039999999999992,218.94,4,0,0,0,0
